Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long
145,Desa Wisata Rumah Domes/Teletubbies,Desa Wisata Rumah Domes/Teletubbies is a good place to visit,Taman Hiburan,Yogyakarta,5000,4.1,60,"{'lat': -7.813608499999999, 'lng': 110.5033442}",-7.8136085,110.5033442
146,Bukit Wisata Pulepayung,Bukit Wisata Pulepayung is a good place to visit,Cagar Alam,Yogyakarta,10000,4.5,,"{'lat': -7.800110599999999, 'lng': 110.1238954}",-7.8001106,110.1238954
147,Bentara Budaya Yogyakarta (BBY),Bentara Budaya Yogyakarta (BBY) is a good place to visit,Budaya,Yogyakarta,0,4.5,,"{'lat': -7.7857242, 'lng': 110.3746954}",-7.7857242,110.3746954
148,Goa Rancang Kencono,Goa Rancang Kencono is a good place to visit,Cagar Alam,Yogyakarta,5000,4.3,30,"{'lat': -7.9492612, 'lng': 110.4926511}",-7.9492612,110.4926511
149,Goa Cerme,Goa Cerme is a good place to visit,Cagar Alam,Yogyakarta,3000,4.4,90,"{'lat': -7.979441299999999, 'lng': 110.3803114}",-7.9794413,110.3803114
150,Wisata Kraton Jogja,Wisata Kraton Jogja is a good place to visit,Budaya,Yogyakarta,7000,4.7,,"{'lat': -7.806753499999999, 'lng': 110.3636659}",-7.8067535,110.3636659
151,Desa Wisata Kelor,Desa Wisata Kelor is a good place to visit,Taman Hiburan,Yogyakarta,0,4.4,90,"{'lat': -7.641025800000001, 'lng': 110.3622794}",-7.6410258,110.3622794
152,Pantai Patihan,Pantai Patihan is a good place to visit,Bahari,Yogyakarta,5000,4.1,45,"{'lat': -7.997777999999999, 'lng': 110.2449113}",-7.997778,110.2449113
153,Pantai Kukup,Pantai Kukup is a good place to visit,Bahari,Yogyakarta,10000,4,,"{'lat': -8.133876299999999, 'lng': 110.5548349}",-8.1338763,110.5548349
154,Pantai Ngrawe (Mesra),Pantai Ngrawe (Mesra) is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1333389, 'lng': 110.5537405}",-8.1333389,110.5537405
155,Pantai Ngobaran,Pantai Ngobaran is a good place to visit,Bahari,Yogyakarta,5000,4.6,,"{'lat': -8.1184844, 'lng': 110.5028785}",-8.1184844,110.5028785
156,Pantai Pulang Sawal,Pantai Pulang Sawal is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1506589, 'lng': 110.6126311}",-8.1506589,110.6126311
157,Pantai Baron,Pantai Baron is a good place to visit,Bahari,Yogyakarta,10000,4.4,,"{'lat': -8.1288246, 'lng': 110.5487763}",-8.1288246,110.5487763
158,Pantai Pok Tunggal,Pantai Pok Tunggal is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1554468, 'lng': 110.6217582}",-8.1554468,110.6217582
159,Hutan Pinus Asri,Hutan Pinus Asri is a good place to visit,Cagar Alam,Yogyakarta,2500,4.5,,"{'lat': -7.9209209, 'lng': 110.4355651}",-7.9209209,110.4355651
160,Pasar Kebon Empring Bintaran,Pasar Kebon Empring Bintaran is a good place to visit,Pusat Perbelanjaan,Yogyakarta,0,4.4,,"{'lat': -7.836320499999998, 'lng': 110.4575806}",-7.8363205,110.4575806
161,"Bukit Paralayang, Watugupit","Bukit Paralayang, Watugupit is a good place to visit",Cagar Alam,Yogyakarta,5000,4.7,90,"{'lat': -8.026855099999999, 'lng': 110.3459122}",-8.0268551,110.3459122
162,Kampung Wisata Dipowinatan,Kampung Wisata Dipowinatan is a good place to visit,Budaya,Yogyakarta,220000,4.5,,"{'lat': -7.810552899999999, 'lng': 110.3704987}",-7.8105529,110.3704987
163,Watu Mabur Mangunan,Watu Mabur Mangunan is a good place to visit,Cagar Alam,Yogyakarta,2500,4.5,60,"{'lat': -7.947121, 'lng': 110.441}",-7.947121,110.441
164,Pintoe Langit Dahromo,Pintoe Langit Dahromo is a good place to visit,Cagar Alam,Yogyakarta,2500,4.4,60,"{'lat': -7.913608000000001, 'lng': 110.437783}",-7.913608,110.437783
165,Green Village Gedangsari,Green Village Gedangsari is a good place to visit,Taman Hiburan,Yogyakarta,2000,4.2,60,"{'lat': -7.813093999999999, 'lng': 110.615571}",-7.813094,110.615571
166,Kebun Teh Nglinggo,Kebun Teh Nglinggo is a good place to visit,Cagar Alam,Yogyakarta,6000,4.5,,"{'lat': -7.647054, 'lng': 110.1414699}",-7.647054,110.1414699
167,Geoforest Watu Payung Turunan,Geoforest Watu Payung Turunan is a good place to visit,Cagar Alam,Yogyakarta,0,4.5,60,"{'lat': -7.974294, 'lng': 110.4364363}",-7.974294,110.4364363
168,Pantai Timang,Pantai Timang is a good place to visit,Bahari,Yogyakarta,10000,4.7,90,"{'lat': -8.1759266, 'lng': 110.6624196}",-8.1759266,110.6624196
169,Puncak Segoro,Puncak Segoro is a good place to visit,Cagar Alam,Yogyakarta,5000,4.2,90,"{'lat': -8.1026167, 'lng': 110.4562084}",-8.1026167,110.4562084
170,Candi Borobudur,Candi Borobudur is a good place to visit,Budaya,Yogyakarta,50000,4.7,120,"{'lat': -7.6078738, 'lng': 110.2037513}",-7.6078738,110.2037513
171,Candi Ijo,Candi Ijo is a good place to visit,Budaya,Yogyakarta,5000,4.6,60,"{'lat': -7.783827600000001, 'lng': 110.5118987}",-7.7838276,110.5118987
172,Pantai Indrayanti,Pantai Indrayanti is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1508415, 'lng': 110.6129852}",-8.1508415,110.6129852
173,Pantai Nglambor,Pantai Nglambor is a good place to visit,Bahari,Yogyakarta,10000,4.4,,"{'lat': -8.1827028, 'lng': 110.6792399}",-8.1827028,110.6792399
174,Pasar Beringharjo,Pasar Beringharjo is a good place to visit,Pusat Perbelanjaan,Yogyakarta,0,4.5,60,"{'lat': -7.798794300000001, 'lng': 110.367443}",-7.7987943,110.367443
175,Museum Ullen Sentalu,Museum Ullen Sentalu is a good place to visit,Budaya,Yogyakarta,100000,4.7,120,"{'lat': -7.5978656, 'lng': 110.4233959}",-7.5978656,110.4233959
176,Museum Gunung Merapi,Museum Gunung Merapi is a good place to visit,Budaya,Yogyakarta,10000,4.4,60,"{'lat': -7.615927200000001, 'lng': 110.4243329}",-7.6159272,110.4243329
177,Pantai Parangtritis,Pantai Parangtritis is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.024607999999999, 'lng': 110.3298045}",-8.024608,110.3298045
178,Goa Pindul,Goa Pindul is a good place to visit,Cagar Alam,Yogyakarta,40000,4.5,,"{'lat': -7.9339721, 'lng': 110.651966}",-7.9339721,110.651966
179,Candi Ratu Boko,Candi Ratu Boko is a good place to visit,Budaya,Yogyakarta,75000,4.6,90,"{'lat': -7.7705416, 'lng': 110.4894158}",-7.7705416,110.4894158
180,Pantai Depok Jogja,Pantai Depok Jogja is a good place to visit,Bahari,Yogyakarta,10000,4.3,,"{'lat': -8.0137087, 'lng': 110.2914777}",-8.0137087,110.2914777
181,Pantai Sundak,Pantai Sundak is a good place to visit,Bahari,Yogyakarta,5000,4.5,,"{'lat': -8.147072, 'lng': 110.6079043}",-8.147072,110.6079043
182,Hutan Mangrove Kulon Progo,Hutan Mangrove Kulon Progo is a good place to visit,Bahari,Yogyakarta,5000,4.1,120,"{'lat': -7.8933459, 'lng': 110.0198257}",-7.8933459,110.0198257
183,Jogja Bay Pirates Adventure Waterpark,Jogja Bay Pirates Adventure Waterpark is a good place to visit,Taman Hiburan,Yogyakarta,150000,4.4,,"{'lat': -7.747846099999999, 'lng': 110.4188754}",-7.7478461,110.4188754
184,Pantai Sepanjang,Pantai Sepanjang is a good place to visit,Bahari,Yogyakarta,10000,4.4,120,"{'lat': -8.136665599999999, 'lng': 110.5659962}",-8.1366656,110.5659962
185,Pantai Krakal,Pantai Krakal is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.145019, 'lng': 110.5998857}",-8.145019,110.5998857
186,Pantai Glagah,Pantai Glagah is a good place to visit,Bahari,Yogyakarta,5000,4.4,,"{'lat': -7.911942699999999, 'lng': 110.0647339}",-7.9119427,110.0647339
187,Pantai Siung,Pantai Siung is a good place to visit,Bahari,Yogyakarta,10000,4.6,,"{'lat': -8.1818233, 'lng': 110.6832394}",-8.1818233,110.6832394
188,Pantai Sadranan,Pantai Sadranan is a good place to visit,Bahari,Yogyakarta,10000,4.6,,"{'lat': -8.145667999999997, 'lng': 110.6043914}",-8.145668,110.6043914
189,Pantai Nguluran,Pantai Nguluran is a good place to visit,Bahari,Yogyakarta,10000,4.1,,"{'lat': -8.1060061, 'lng': 110.4618655}",-8.1060061,110.4618655
190,Pantai Samas,Pantai Samas is a good place to visit,Bahari,Yogyakarta,4000,4,45,"{'lat': -8.0045535, 'lng': 110.2703756}",-8.0045535,110.2703756
191,Pantai Drini,Pantai Drini is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1384509, 'lng': 110.577522}",-8.1384509,110.577522
192,Air Terjun Sri Gethuk,Air Terjun Sri Gethuk is a good place to visit,Cagar Alam,Yogyakarta,15000,4.4,,"{'lat': -7.943178000000001, 'lng': 110.48924}",-7.943178,110.48924
193,Candi Sewu,Candi Sewu is a good place to visit,Budaya,Yogyakarta,50000,4.6,,"{'lat': -7.7439217, 'lng': 110.4929095}",-7.7439217,110.4929095
194,Pantai Wediombo,Pantai Wediombo is a good place to visit,Bahari,Yogyakarta,5000,4.5,,"{'lat': -8.1862462, 'lng': 110.709901}",-8.1862462,110.709901
195,Pantai Jogan,Pantai Jogan is a good place to visit,Bahari,Yogyakarta,5000,4.4,,"{'lat': -8.180135, 'lng': 110.6763715}",-8.180135,110.6763715
196,Pantai Ngrenehan,Pantai Ngrenehan is a good place to visit,Bahari,Yogyakarta,3000,4.4,,"{'lat': -8.1211475, 'lng': 110.5142337}",-8.1211475,110.5142337
197,Pantai Jungwok,Pantai Jungwok is a good place to visit,Bahari,Yogyakarta,5000,4.6,,"{'lat': -8.197822, 'lng': 110.7123397}",-8.197822,110.7123397
198,Pantai Greweng,Pantai Greweng is a good place to visit,Bahari,Yogyakarta,5000,4.6,,"{'lat': -8.197864399999998, 'lng': 110.7186216}",-8.1978644,110.7186216
199,Pantai Sedahan,Pantai Sedahan is a good place to visit,Bahari,Yogyakarta,5000,4.5,,"{'lat': -8.1978943, 'lng': 110.7208535}",-8.1978943,110.7208535
200,Pantai Watu Kodok,Pantai Watu Kodok is a good place to visit,Bahari,Yogyakarta,5000,4.6,,"{'lat': -8.1370556, 'lng': 110.5746611}",-8.1370556,110.5746611
201,Pantai Kesirat,Pantai Kesirat is a good place to visit,Bahari,Yogyakarta,5000,4.6,90,"{'lat': -8.096153500000002, 'lng': 110.4350483}",-8.0961535,110.4350483
202,Pantai Ngandong,Pantai Ngandong is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.146423, 'lng': 110.6061408}",-8.146423,110.6061408
203,Galaxy Waterpark Jogja,Galaxy Waterpark Jogja is a good place to visit,Taman Hiburan,Yogyakarta,40000,4.3,,"{'lat': -7.815963299999999, 'lng': 110.4136917}",-7.8159633,110.4136917
204,Desa Wisata Pulesari,Desa Wisata Pulesari is a good place to visit,Taman Hiburan,Yogyakarta,0,4.4,,"{'lat': -7.625880599999999, 'lng': 110.371698}",-7.6258806,110.371698
205,Desa Wisata Tembi,Desa Wisata Tembi is a good place to visit,Taman Hiburan,Yogyakarta,50000,4.5,,"{'lat': -7.872567300000001, 'lng': 110.3546963}",-7.8725673,110.3546963
206,Wisata Kaliurang,Wisata Kaliurang is a good place to visit,Cagar Alam,Yogyakarta,8000,4.4,60,"{'lat': -7.6120675, 'lng': 110.4205209}",-7.6120675,110.4205209
207,Heha Sky View,Heha Sky View is a good place to visit,Taman Hiburan,Yogyakarta,15000,4.4,120,"{'lat': -7.8496144, 'lng': 110.478324}",-7.8496144,110.478324
208,Taman Sungai Mudal,Taman Sungai Mudal is a good place to visit,Cagar Alam,Yogyakarta,10000,4.6,150,"{'lat': -7.762813599999998, 'lng': 110.1161626}",-7.7628136,110.1161626
209,Pantai Sanglen,Pantai Sanglen is a good place to visit,Bahari,Yogyakarta,10000,4.5,,"{'lat': -8.1367456, 'lng': 110.5716362}",-8.1367456,110.5716362
210,Pantai Congot,Pantai Congot is a good place to visit,Bahari,Yogyakarta,3000,4.3,,"{'lat': -7.907542500000001, 'lng': 110.0535658}",-7.9075425,110.0535658
211,GunungTangkuban perahu,GunungTangkuban perahu is a good place to visit,Cagar Alam,Bandung,30000,4.5,,"{'lat': -6.759637700000001, 'lng': 107.6097807}",-6.7596377,107.6097807
212,Jalan Braga,Jalan Braga is a good place to visit,Budaya,Bandung,0,4.7,,"{'lat': -6.9150534, 'lng': 107.6089842}",-6.9150534,107.6089842
213,Gedung Sate,Gedung Sate is a good place to visit,Budaya,Bandung,5000,4.6,,"{'lat': -6.9024812, 'lng': 107.61881}",-6.9024812,107.61881
214,Trans Studio Bandung,Trans Studio Bandung is a good place to visit,Taman Hiburan,Bandung,280000,4.5,240,"{'lat': -6.9250943, 'lng': 107.6364944}",-6.9250943,107.6364944
215,Taman Hutan Raya Ir. H. Djuanda,Taman Hutan Raya Ir. H. Djuanda is a good place to visit,Cagar Alam,Bandung,15000,4.5,90,"{'lat': -6.8565791, 'lng': 107.6323734}",-6.8565791,107.6323734
216,Farm House Susu Lembang,Farm House Susu Lembang is a good place to visit,Taman Hiburan,Bandung,30000,4.4,,"{'lat': -6.832968999999999, 'lng': 107.6056183}",-6.832969,107.6056183
217,Kebun Binatang Bandung,Kebun Binatang Bandung is a good place to visit,Cagar Alam,Bandung,20000,4,180,"{'lat': -6.8897177, 'lng': 107.6077282}",-6.8897177,107.6077282
218,Kawah Putih,Kawah Putih is a good place to visit,Cagar Alam,Bandung,81000,4.5,,"{'lat': -7.166203899999999, 'lng': 107.4021256}",-7.1662039,107.4021256
219,Tebing Karaton,Tebing Karaton is a good place to visit,Cagar Alam,Bandung,15000,4.5,,"{'lat': -6.8340683, 'lng': 107.6636151}",-6.8340683,107.6636151
220,Dusun Bambu,Dusun Bambu is a good place to visit,Taman Hiburan,Bandung,25000,4.5,,"{'lat': -6.7897147, 'lng': 107.5791627}",-6.7897147,107.5791627
221,Museum Geologi Bandung,Museum Geologi Bandung is a good place to visit,Budaya,Bandung,2000,4.6,,"{'lat': -6.900716200000001, 'lng': 107.6214553}",-6.9007162,107.6214553
222,Museum Konferensi Asia Afrika,Museum Konferensi Asia Afrika is a good place to visit,Budaya,Bandung,0,4.6,60,"{'lat': -6.921109200000001, 'lng': 107.609597}",-6.9211092,107.609597
223,Masjid Raya Bandung,Masjid Raya Bandung is a good place to visit,Tempat Ibadah,Bandung,0,4.7,,"{'lat': -6.9216897, 'lng': 107.6061399}",-6.9216897,107.6061399
224,Dago Dreampark,Dago Dreampark is a good place to visit,Taman Hiburan,Bandung,40000,4.2,150,"{'lat': -6.8486423, 'lng': 107.625939}",-6.8486423,107.625939
225,Orchid Forest Cikole,Orchid Forest Cikole is a good place to visit,Taman Hiburan,Bandung,50000,4.6,150,"{'lat': -6.780493, 'lng': 107.637475}",-6.780493,107.637475
226,Kawasan Punclut,Kawasan Punclut is a good place to visit,Taman Hiburan,Bandung,20000,4.4,120,"{'lat': -6.8419756, 'lng': 107.622824}",-6.8419756,107.622824
227,Alun-Alun Kota Bandung,Alun-Alun Kota Bandung is a good place to visit,Taman Hiburan,Bandung,0,4.6,60,"{'lat': -6.9218571, 'lng': 107.6070141}",-6.9218571,107.6070141
228,Museum Sri Baduga,Museum Sri Baduga is a good place to visit,Budaya,Bandung,3000,4.5,,"{'lat': -6.9375748, 'lng': 107.603775}",-6.9375748,107.603775
229,Rabbit Town,Rabbit Town is a good place to visit,Taman Hiburan,Bandung,45000,4,90,"{'lat': -6.8669518, 'lng': 107.6100859}",-6.8669518,107.6100859
230,Stone Garden Citatah,Stone Garden Citatah is a good place to visit,Taman Hiburan,Bandung,30000,4.4,,"{'lat': -6.8281528, 'lng': 107.4350179}",-6.8281528,107.4350179
231,The Great Asia Africa,The Great Asia Africa is a good place to visit,Taman Hiburan,Bandung,50000,4.4,180,"{'lat': -6.833122999999999, 'lng': 107.6041595}",-6.833123,107.6041595
232,Bukit Moko,Bukit Moko is a good place to visit,Cagar Alam,Bandung,25000,4.5,,"{'lat': -6.8422202, 'lng': 107.6767988}",-6.8422202,107.6767988
233,Gunung Papandayan,Gunung Papandayan is a good place to visit,Cagar Alam,Bandung,30000,4.6,,"{'lat': -7.319325300000001, 'lng': 107.7310494}",-7.3193253,107.7310494
234,Amazing Art World,Amazing Art World is a good place to visit,Budaya,Bandung,75000,4.5,45,"{'lat': -6.8516591, 'lng': 107.5955534}",-6.8516591,107.5955534
235,Gua Belanda,Gua Belanda is a good place to visit,Cagar Alam,Bandung,15000,4.4,45,"{'lat': -6.8544594, 'lng': 107.6377907}",-6.8544594,107.6377907
236,Taman Balai Kota Bandung,Taman Balai Kota Bandung is a good place to visit,Taman Hiburan,Bandung,0,4.6,45,"{'lat': -6.912966000000001, 'lng': 107.6096031}",-6.912966,107.6096031
237,Panghegar Waterboom Bandung,Panghegar Waterboom Bandung is a good place to visit,Taman Hiburan,Bandung,75000,4.3,,"{'lat': -6.961403199999999, 'lng': 107.6227321}",-6.9614032,107.6227321
238,Gunung Manglayang,Gunung Manglayang is a good place to visit,Cagar Alam,Bandung,7500,4.5,,"{'lat': -6.876111099999999, 'lng': 107.7436111}",-6.8761111,107.7436111
239,Lembang Park & Zoo,Lembang Park & Zoo is a good place to visit,Cagar Alam,Bandung,50000,4.5,210,"{'lat': -6.8059154, 'lng': 107.5919726}",-6.8059154,107.5919726
240,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Lalu Lintas Ade Irma Suryani Nasution is a good place to visit,Taman Hiburan,Bandung,7000,4.4,60,"{'lat': -6.911211, 'lng': 107.6133389}",-6.911211,107.6133389
241,Lawangwangi Creative Space,Lawangwangi Creative Space is a good place to visit,Taman Hiburan,Bandung,0,4.4,120,"{'lat': -6.847898000000001, 'lng': 107.6276146}",-6.847898,107.6276146
242,Curug Dago,Curug Dago is a good place to visit,Cagar Alam,Bandung,12000,4,,"{'lat': -6.865522499999999, 'lng': 107.6181878}",-6.8655225,107.6181878
243,Kampung Korea Bandung,Kampung Korea Bandung is a good place to visit,Budaya,Bandung,15000,4.1,,"{'lat': -6.9154546, 'lng': 107.640769}",-6.9154546,107.640769
244,Kampung Batu Malakasari,Kampung Batu Malakasari is a good place to visit,Taman Hiburan,Bandung,10000,4.1,,"{'lat': -7.0093633, 'lng': 107.6069444}",-7.0093633,107.6069444
245,Jendela Alam,Jendela Alam is a good place to visit,Taman Hiburan,Bandung,20000,4.4,150,"{'lat': -6.819604, 'lng': 107.5964519}",-6.819604,107.5964519
246,Curug Tilu Leuwi Opat,Curug Tilu Leuwi Opat is a good place to visit,Cagar Alam,Bandung,10000,4.4,120,"{'lat': -6.790569199999999, 'lng': 107.5826388}",-6.7905692,107.5826388
247,Kiara Artha Park,Kiara Artha Park is a good place to visit,Taman Hiburan,Bandung,15000,4.4,,"{'lat': -6.9159459, 'lng': 107.6421462}",-6.9159459,107.6421462
248,NuArt Sculpture Park,NuArt Sculpture Park is a good place to visit,Taman Hiburan,Bandung,50000,4.7,,"{'lat': -6.8778589, 'lng': 107.5720263}",-6.8778589,107.5720263
249,Upside Down World Bandung,Upside Down World Bandung is a good place to visit,Taman Hiburan,Bandung,100000,4,30,"{'lat': -6.896300000000001, 'lng': 107.617}",-6.8963,107.617
250,Pesona Nirwana Waterpark & Cottages,Pesona Nirwana Waterpark & Cottages is a good place to visit,Taman Hiburan,Bandung,50000,4.1,,"{'lat': -7.040915399999998, 'lng': 107.5269156}",-7.0409154,107.5269156
251,Taman Lansia,Taman Lansia is a good place to visit,Taman Hiburan,Bandung,0,4.4,,"{'lat': -6.9021326, 'lng': 107.6209387}",-6.9021326,107.6209387
252,Kampoeng Tulip,Kampoeng Tulip is a good place to visit,Taman Hiburan,Bandung,15000,3.8,60,"{'lat': -6.963162, 'lng': 107.66195}",-6.963162,107.66195
253,Selasar Sunaryo Art Space,Selasar Sunaryo Art Space is a good place to visit,Taman Hiburan,Bandung,25000,4.6,,"{'lat': -6.8585406, 'lng': 107.6365486}",-6.8585406,107.6365486
254,Teras Cikapundung BBWS,Teras Cikapundung BBWS is a good place to visit,Taman Hiburan,Bandung,0,4.3,60,"{'lat': -6.8844199, 'lng': 107.6068344}",-6.8844199,107.6068344
255,Museum Barli,Museum Barli is a good place to visit,Budaya,Bandung,15000,4.4,180,"{'lat': -6.878238699999999, 'lng': 107.5875349}",-6.8782387,107.5875349
256,Wisata Batu Kuda,Wisata Batu Kuda is a good place to visit,Cagar Alam,Bandung,10000,4.4,,"{'lat': -6.893610600000001, 'lng': 107.7447399}",-6.8936106,107.7447399
257,Monumen Bandung Lautan Api,Monumen Bandung Lautan Api is a good place to visit,Budaya,Bandung,0,4.3,,"{'lat': -6.9338497, 'lng': 107.604925}",-6.9338497,107.604925
258,Museum Gedung Sate,Museum Gedung Sate is a good place to visit,Budaya,Bandung,5000,4.6,,"{'lat': -6.902637899999999, 'lng': 107.619169}",-6.9026379,107.619169
259,Monumen Perjuangan Rakyat Jawa Barat,Monumen Perjuangan Rakyat Jawa Barat is a good place to visit,Budaya,Bandung,0,4.5,45,"{'lat': -6.8934327, 'lng': 107.6185513}",-6.8934327,107.6185513
260,Museum Pos Indonesia,Museum Pos Indonesia is a good place to visit,Budaya,Bandung,0,4.5,,"{'lat': -6.902012999999998, 'lng': 107.6197787}",-6.902013,107.6197787
261,Ciwangun Indah Camp Official,Ciwangun Indah Camp Official is a good place to visit,Cagar Alam,Bandung,10000,4.3,,"{'lat': -6.786939, 'lng': 107.5837331}",-6.786939,107.5837331
262,Wot Batu,Wot Batu is a good place to visit,Cagar Alam,Bandung,50000,4.7,,"{'lat': -6.8597013, 'lng': 107.6360983}",-6.8597013,107.6360983
263,Curug Batu Templek,Curug Batu Templek is a good place to visit,Cagar Alam,Bandung,5000,4.1,90,"{'lat': -6.874363300000001, 'lng': 107.6844023}",-6.8743633,107.6844023
264,Gereja Katedral Santo Petrus Bandung,Gereja Katedral Santo Petrus Bandung is a good place to visit,Tempat Ibadah,Bandung,0,4.8,,"{'lat': -6.9148394, 'lng': 107.6105511}",-6.9148394,107.6105511
265,Museum Mandala Wangsit Siliwangi,Museum Mandala Wangsit Siliwangi is a good place to visit,Budaya,Bandung,0,4.4,60,"{'lat': -6.9173405, 'lng': 107.6112627}",-6.9173405,107.6112627
266,Caringin Tilu,Caringin Tilu is a good place to visit,Cagar Alam,Bandung,0,4.4,,"{'lat': -6.858046399999999, 'lng': 107.6647084}",-6.8580464,107.6647084
267,Panama Park 825,Panama Park 825 is a good place to visit,Taman Hiburan,Bandung,50000,4.4,,"{'lat': -6.9119768, 'lng': 107.569674}",-6.9119768,107.569674
268,Sudut Pandang Bandung,Sudut Pandang Bandung is a good place to visit,Taman Hiburan,Bandung,50000,4.6,150,"{'lat': -6.842363799999999, 'lng': 107.6232403}",-6.8423638,107.6232403
269,Bumi Perkemahan Batu Kuda,Bumi Perkemahan Batu Kuda is a good place to visit,Cagar Alam,Bandung,7500,4.5,,"{'lat': -6.893217299999999, 'lng': 107.7448856}",-6.8932173,107.7448856
270,Bukit Bintang,Bukit Bintang is a good place to visit,Cagar Alam,Bandung,25000,4.6,,"{'lat': -6.8417795, 'lng': 107.6768585}",-6.8417795,107.6768585
271,Taman Vanda,Taman Vanda is a good place to visit,Taman Hiburan,Bandung,0,4.3,45,"{'lat': -6.9140478, 'lng': 107.6101684}",-6.9140478,107.6101684
272,Taman Budaya Jawa Barat,Taman Budaya Jawa Barat is a good place to visit,Budaya,Bandung,0,4.3,120,"{'lat': -6.870099, 'lng': 107.6164386}",-6.870099,107.6164386
273,Curug Bugbrug,Curug Bugbrug is a good place to visit,Cagar Alam,Bandung,7500,4.3,120,"{'lat': -6.790388999999999, 'lng': 107.5777632}",-6.790389,107.5777632
274,Babakan Siliwangi City Forest Path Bandung,Babakan Siliwangi City Forest Path Bandung is a good place to visit,Cagar Alam,Bandung,0,4.6,,"{'lat': -6.8853746, 'lng': 107.6111899}",-6.8853746,107.6111899
275,Curug Cipanas,Curug Cipanas is a good place to visit,Cagar Alam,Bandung,20000,3.9,180,"{'lat': -6.7991958, 'lng': 107.5922088}",-6.7991958,107.5922088
276,Taman Jomblo,Taman Jomblo is a good place to visit,Taman Hiburan,Bandung,10000,4.1,30,"{'lat': -6.8980549, 'lng': 107.6094673}",-6.8980549,107.6094673
277,Peta Park,Peta Park is a good place to visit,Taman Hiburan,Bandung,15000,4.3,,"{'lat': -6.9317951, 'lng': 107.5883026}",-6.9317951,107.5883026
278,Masjid Daarut Tauhiid Bandung,Masjid Daarut Tauhiid Bandung is a good place to visit,Tempat Ibadah,Bandung,0,4.9,,"{'lat': -6.863526999999999, 'lng': 107.5899194}",-6.863527,107.5899194
279,Masjid Agung Trans Studio Bandung,Masjid Agung Trans Studio Bandung is a good place to visit,Tempat Ibadah,Bandung,0,4.8,,"{'lat': -6.925963500000001, 'lng': 107.6354278}",-6.9259635,107.6354278
280,Gereja Tiberias Indonesia Bandung,Gereja Tiberias Indonesia Bandung is a good place to visit,Tempat Ibadah,Bandung,0,4.9,,"{'lat': -6.9347698, 'lng': 107.6253513}",-6.9347698,107.6253513
281,Tektona Waterpark,Tektona Waterpark is a good place to visit,Taman Hiburan,Bandung,60000,3.8,,"{'lat': -7.009602199999999, 'lng': 107.6062161}",-7.0096022,107.6062161
282,Curug Cilengkrang,Curug Cilengkrang is a good place to visit,Cagar Alam,Bandung,7500,4,60,"{'lat': -6.8908877, 'lng': 107.7307085}",-6.8908877,107.7307085
283,Jembatan Pasupati,Jembatan Pasupati is a good place to visit,Taman Hiburan,Bandung,0,4.6,,"{'lat': -6.900098700000001, 'lng': 107.6046708}",-6.9000987,107.6046708
284,Pasar Baru,Pasar Baru is a good place to visit,Pusat Perbelanjaan,Bandung,0,4.3,,"{'lat': -6.9177044, 'lng': 107.6036014}",-6.9177044,107.6036014
285,Taman Sejarah Bandung,Taman Sejarah Bandung is a good place to visit,Budaya,Bandung,0,4.6,45,"{'lat': -6.9103086, 'lng': 107.6098619}",-6.9103086,107.6098619
286,Roemah Seni Sarasvati,Roemah Seni Sarasvati is a good place to visit,Budaya,Bandung,0,4.4,,"{'lat': -6.9204173, 'lng': 107.5996425}",-6.9204173,107.5996425
287,Puspa Iptek Sundial,Puspa Iptek Sundial is a good place to visit,Taman Hiburan,Bandung,25000,4.4,,"{'lat': -6.852207999999999, 'lng': 107.493882}",-6.852208,107.493882
288,Masjid Salman ITB,Masjid Salman ITB is a good place to visit,Tempat Ibadah,Bandung,0,4.8,,"{'lat': -6.893664299999999, 'lng': 107.611271}",-6.8936643,107.611271
289,Curug Aseupan,Curug Aseupan is a good place to visit,Cagar Alam,Bandung,10000,4.7,,"{'lat': -6.7875652, 'lng': 107.5822844}",-6.7875652,107.5822844
290,Museum Pendidikan Nasional,Museum Pendidikan Nasional is a good place to visit,Budaya,Bandung,5000,4.6,,"{'lat': -6.859747400000001, 'lng': 107.5941693}",-6.8597474,107.5941693
291,Water Park Bandung Indah,Water Park Bandung Indah is a good place to visit,Taman Hiburan,Bandung,50000,4,,"{'lat': -6.980580700000001, 'lng': 107.5856567}",-6.9805807,107.5856567
292,Curug Anom,Curug Anom is a good place to visit,Cagar Alam,Bandung,0,4.6,,"{'lat': -6.811600899999998, 'lng': 107.5695213}",-6.8116009,107.5695213
293,Taman Badak,Taman Badak is a good place to visit,Taman Hiburan,Bandung,0,4.5,,"{'lat': -6.9132752, 'lng': 107.6094908}",-6.9132752,107.6094908
